artist,song_name,lyric
aespa,Spicy,"['Uh Uh Too Spicy', 'You want my A to the Z', 'But you won’t 어림없지', '맞혀봐 Sweet 또는 Freak', 'What’s hiding underneath', '(I see)', '망설이듯 간 보는 너', '기회는 없어 Oh', 'Nah You won’t get it', 'No No, You won’t get it', 'I say', '깜빡 한순간', '끌어당겨', 'You’ll be mine (Mine)', '살짝 다가와', 'Can cross my borderline', '(Line Line Line)', '널 따분하게 했던 Every day', '흥미로운 덫을 던져줄게', '뛰어들어 봐', 'Just right now', ""'Cause I’m too Spicy"", 'for your heart', 'Ring the fire alarm', '심장을 파고들어 넌', ""I'm too Spicy"", '번지는 자극 속에 넌', '바로 그 순간', '또 다른 나를 발견해', 'I’m too Spicy too too', 'I’m too Spicy', 'Don’t Stop 겁내지 마', 'Bang Bang 외쳐봐', 'I’m too Spicy', 'Yeah I’m too Spicy', 'You know that I', 'Don’t Stop 용기 내 봐', 'Next step, Myself', 'I’m too Spicy', 'Too Spicy too too', 'I’m too Spicy', 'Tell me what you see', 'When you look at me', ""'Cause I am a 10"", 'out of 10 honestly', '기세가 다른 Move', '널 압도하는 Groove', 'But you keep wasting', 'your time Dude', ""Don't chase me"", '경고해 난', 'Erase me', '멀리 달아나', 'Hey 이젠 알겠니', '원래부터 Bad I’m so bad honestly', 'So bad', '전부 가질래', '지금부턴', 'Call you mine (Mine)', '도망칠 거면', 'Don’t cross my borderline', '(Line Line Line)', '늘 뻔하기만 했던 Every day', '이제 그만 Rule을 벗어날 때', '어렵지 않아', 'Just right now', ""'Cause I’m too Spicy"", 'for your heart', 'Ring the fire alarm', '심장을 파고들어 넌', ""I'm too Spicy"", '번지는 자극 속에 넌', '바로 그 순간', '또 다른 나를 발견해', 'I’m too Spicy too too', 'I’m too Spicy', 'Ready? Uh', '좀 더 강도를 높여', '다음다음다음', 'One of a kind', '우린 한계를 앞서', 'Wow Wow Wow', 'That’s Right', ""'Cause I’m too Spicy"", 'for your heart', 'Ring the fire alarm', '새로운 도전 끝에 넌', ""I'm too Spicy"", '변화할 시간이야 넌', '지금 이 순간', '또 다른 나를 찾아내', 'I’m too Spicy too too', 'I’m too Spicy', 'Don’t Stop 겁내지 마', 'Bang Bang 외쳐봐', 'I’m too Spicy', 'Yeah I’m too Spicy', 'You know that I', 'Don’t Stop 용기 내 봐', 'Next step, Myself', 'I’m too Spicy', 'I’m too Spicy', 'I’m too Spicy too too', 'I’m too Spicy', ""'Cause I"", 'Oh Yeah', 'Yeah I’m too Spicy', 'for your heart', '(Yeah I’m too Spicy', 'for your heart)', '마침내 번져오는 Joy', '(Enjoy joy joy joy)', 'Yeah I’m too Spicy', 'for your heart', 'I’m too Spicy too too', 'I’m too Spicy', 'For you']"
LE SSERAFIM (르세라핌),ANTIFRAGILE,"['Anti ti ti ti fragile fragile', 'Anti ti ti ti fragile', 'Anti ti ti ti fragile fragile', 'Antifragile antifragile', '가시밭길 위로 riding', 'you made me boost up', '거짓으로 가득 찬 party', '가렵지도 않아', '내 뒤에 말들이 많아', '나도 첨 듣는 내 rival', '모두 기도해 내 falling', '그 손 위로 I’mma jump in', 'Yes gimme that', '걸어봐 위엄 like a lion', '눈빛엔 거대한 desire', '더 부어 gasoline on fire', '불길 속에 다시 날아 rising', '잊지 마 내가 두고 온 toe shoes', '무슨 말이 더 필요해', '무시 마 내가 걸어온 커리어', 'I go to ride till I die die', '더 높이 가줄게', '내가 바랐던 세계 젤 위에', '떨어져도 돼', 'I’m antifragile antifragile', '난 지금 on my way 갖다버려 줘', '너의 fairy tale', 'Now you know my name', 'I’m antifragile antifragile', 'Anti ti ti ti fragile fragile', 'Anti ti ti ti fragile', 'Anti ti ti ti fragile fragile', 'Antifragile antifragile', '“Lovey lovey lovey', 'dovey dovey dovey”', '멋대로 정하네 나란 애에 대해', ""I don't know what to say"", ""I can't feel it"", '뜨거운 관심은 환영', '귀여운 질투는 go ahead', '줄 달린 인형은 no thanks', '내 미랠 쓸 나의 노래', 'Yes gimme that', '걸어봐 위엄 like a lion', '눈빛엔 거대한 desire', '더 부어 gasoline on fire', '불길 속에 다시 날아 rising', '잊지 마 내가 두고 온 toe shoes', '무슨 말이 더 필요해', '무시 마 내가 걸어온 커리어', 'I go to ride till I die die', '더 높이 가줄게', '내가 바랐던 세계 젤 위에', '떨어져도 돼', 'I’m antifragile antifragile', '난 지금 on my way 갖다버려 줘', '너의 fairy tale', 'Now you know my name', 'I’m antifragile antifragile', 'Anti ti ti ti fragile fragile', 'Anti ti ti ti fragile', 'Anti ti ti ti fragile fragile', 'Antifragile antifragile', 'We can break it baby', 'Rock it twist it lock it baby', 'All I know is you can’t chain me', '‘Cause I’m gonna break out', 'gonna gonna break out out', 'We can break it baby', 'Rock it twist it lock it baby', 'All I know is you can’t chain me', ""'Cause I’m gonna break out"", 'gonna gonna break out out', '더 높이 가줄게', '내가 바랐던 세계 젤 위에', '떨어져도 돼', 'I’m antifragile antifragile', '난 지금 on my way 갖다버려 줘', '너의 fairy tale', 'Now you know my name', 'I’m antifragile antifragile', 'Anti ti ti ti fragile fragile', 'Anti ti ti ti fragile', 'Anti ti ti ti fragile fragile', 'Antifragile antifragile']"
IVE (아이브),LOVE DIVE,"['네가 참 궁금해 그건 너도 마찬가지', '이거면 충분해 쫓고 쫓는 이런 놀이', '참을 수 없는 이끌림과 호기심', '묘한 너와 나 두고 보면 알겠지', '', 'Woo 눈동자 아래로', 'Woo 감추고 있는 거', 'Woo yeah It’s so bad It’s good', '난 그 맘을 좀 봐야겠어', '', 'Narcissistic, my god I love it', '서로를 비춘 밤', '아름다운 까만 눈빛 더 빠져 깊이', '(넌 내게로 난 네게로)', '숨 참고 love dive', '', 'Woo lalalalalalala', 'Woo 어서 와서 love dive', 'Woo oh perfect sacrifice yeah', '숨 참고 love dive', '', '마음은 이렇게 알다가도 모르지', '사랑이라는 건 한순간에 필 테니', '직접 들어와 두 눈으로 확인해', '내 맘 가장 깊은 데로 오면 돼', '', 'Woo 망설일 시간은', 'Woo 3초면 되는 걸', 'Woo yeah It’s so bad It’s good', '원하면 감히 뛰어들어', '', 'Narcissistic, my god I love it', '서로를 비춘 밤', '아름다운 까만 눈빛 더 빠져 깊이', '(넌 내게로 난 네게로)', '숨 참고 love dive', '', 'Woo lalalalalalala', 'Woo 어서 와서 love dive', 'Woo oh perfect sacrifice yeah', '숨 참고 love dive', '', '숨 참고 love dive', '숨 참고 love dive', '숨 참고 love dive', '숨 참고 love dive', '', 'Woo lalalalalalala', 'Woo 어서 와서 love dive', 'Woo oh perfect sacrifice yeah', '숨 참고 love dive']"
NewJeans,Super Shy,"['I’m super shy, super shy', 'But wait a minute while I', 'Make you mine, make you mine', '떨리는 지금도', 'You’re on my mind', 'All the time', 'I wanna tell you but I’m', 'Super shy, super shy', '', 'I’m super shy, super shy', 'But wait a minute while I', 'Make you mine, make you mine', '떨리는 지금도', 'You’re on my mind', 'All the time', 'I wanna tell you but I’m', 'Super shy, super shy', '', 'And I wanna go out with you', 'Where you wanna go? (Huh?)', 'Find a lil spot', 'Just sit and talk', 'Looking pretty', 'Follow me', '우리 둘이 나란히', '보이지? (봐)', '내 눈이 (heh)', '갑자기', '빛나지', 'When you say', 'I’m your dream', '', 'You don’t even know my name', 'Do ya?', 'You don’t even know my name', 'Do ya-a?', '누구보다도', '', 'I’m super shy, super shy', 'But wait a minute while I', 'Make you mine, make you mine', '떨리는 지금도', 'You’re on my mind', 'All the time', 'I wanna tell you but I’m', 'Super shy, super shy', '', 'I’m super shy, super shy', 'But wait a minute while I', 'Make you mine, make you mine', '떨리는 지금도', 'You’re on my mind', 'All the time', 'I wanna tell you but I’m', 'Super shy, super shy', '', '나 원래 말도 잘하고 그런데 왜 이런지', 'I don’t like that', 'Something odd about you', 'Yeah you’re special and you know it', 'You’re the top babe', '', 'I’m super shy, super shy', 'But wait a minute while I', 'Make you mine, make you mine', '떨리는 지금도', 'You’re on my mind', 'All the time', 'I wanna tell you but I’m', 'Super shy, super shy', '', 'I’m super shy, super shy', 'But wait a minute while I', 'Make you mine, make you mine', '떨리는 지금도', 'You’re on my mind', 'All the time', 'I wanna tell you but I’m', 'Super shy, super shy', '', 'You don’t even know my name', 'Do ya?', 'You don’t even know my name', 'Do ya-a?', '누구보다도', 'You don’t even know my name', 'Do ya?', 'You don’t even know my name', 'Do ya-a?']"
부석순 (SEVENTEEN),파이팅 해야지 (Feat. 이영지),"['파이팅 해야지', '파이팅', '아뿔싸 일어나야지 아침인데', '눈 감았다 뜨니 해가 중천인데', '아침밥은 Pass 10분 더 자야 돼 Oh', 'Take-out coffee로 (아메 아메 아메 아메)', 'Story 속에 (친구들은 다 왜)', '잘나 보여 (왜 나 나 나만 왜)', '또 또 또 또 왜 아등바등 또 왜', '이리저리 치여 왜 (I9 I9 I9 I9)', '우린 다 이어폰 꽂은 Zombie', '필요해 모두 다 텐션 Up pumpin’', '힘을 좀 내어보자', '우린 여러분의 부석순', '반복되는 하루에', '시작이 되는 이 노래', '네 옆에서 불러주겠어', '힘내야지 뭐 어쩌겠어', '파이팅 해야지 파이팅 해야지', 'Don’t give it up Never give it up yeah', '파이팅 해야지 파이팅 해야지', '우린 부석순', 'Ah 파이팅 해야지', 'Story 속에 (친구들은 다 왜)', '잘나 보여 (왜 나 나 나만 왜)', '또 또 또 또 왜 아등바등 또 왜', '이리저리 치여 왜 (I9 I9 I9 I9)', '우린 다 이어폰 꽂은 Zombie', '필요해 모두 다 텐션 Up pumpin’', '힘을 좀 내어보자', '우린 여러분의 부석순', '반복되는 하루에', '시작이 되는 이 노래', '네 옆에서 불러주겠어', '힘내야지 뭐 어쩌겠어', '파이팅 해야지 파이팅 해야지', 'Don’t give it up Never give it up yeah', '파이팅 해야지 파이팅 해야지', 'Okay 모닝커피는 디카페인', '일찍 일어나니 기분 뭣 같지', '철없이 부재중 전화 제끼고', 'Dance with ma laziness', '굽은 등, 팔, 다리 전부 다 펴니', 'Ooh I feel like I’m seventeen', '일원도 보탬 안 되는', '불행과 같이 살기에는 내 시간이 너무 아깝지 Man', '힘을 내 힘을 내 힘을 내 힘을 내', '힘을 내 힘을 내 힘을 내 힘을 내', 'Y’all don’t deserve it', 'Unfortune is unnecessary', '알다시피 인생은', '원래 거지 같아', '그러니 조금만 힘을 내', '구겨진 인생을', '연주하는 우린 비운의 베토벤', '차분히 다음 악장을 연주해', 'We got plenty more pages left to play', '올라갔다 내려가는 주식같이', '알다가도 모르겠는 인생 뭣 같지', '한 템포 쉬고 물 한 모금 마시기', '자 여기 있어 비타민 A B C', '반복되는 하루에', '시작이 되는 이 노래', '네 옆에서 불러주겠어', '힘내야지 뭐 어쩌겠어', '파이팅 해야지 파이팅 해야지', 'Don’t give it up Never give it up yeah', '파이팅 해야지 파이팅 해야지', '우린 부석순', 'Ah 파이팅 해야지', 'Ah 파이팅 해야지']"
LE SSERAFIM (르세라핌),UNFORGIVEN (feat. Nile Rodgers),"['Unforgiven I’m a villain I’m a', 'Unforgiven 난 그 길을 걸어', 'Unforgiven I’m a villain I’m a', '새 시대로 기억될 unforgiven', 'Yeah what you want?', '불편함이 깃든 face, wanna shut me up', '사냥감을 거듭해 찾는 워리어S', '너의 game에 난 문제아', 'such a freak 골칫거리', 'Let me tell you ‘bout LE SSERAFIM', '내가 제일 싫은 건 낡은 대물림', '어둠 속 불을 켜 마치 rebellion', 'We gonna kick it break it', 'rules gon’ give up', 'Unforgiven yes I was bleeding', '힘없이 늘 져야만 했던 싸움 but I ride', '바란 적도 없어 용서 따위는', '난 금기를 겨눠 watch me now', 'Now now now', 'Unforgiven I’m a villain I’m a', 'Unforgiven 난 그 길을 걸어', 'Unforgiven I’m a villain I’m a', '새 시대로 기억될 unforgiven', '나랑 저 너머 같이 가자', 'my “unforgiven girls”', '나랑 선 넘어 같이 가자', 'my “unforgiven boys”', 'Unforgiven unforgiven unforgiven', '한계 위로 남겨지는 우리 이름', '나랑 저 너머 같이 가자', 'my “unforgiven girls”', 'U-unforgiven-given-given', '내 style로 livin’ livin’ livin’', '내 방식 아주 원 없이', '또 한국말론 아주 “철없이”', 'Get started let’s get started', '미래 그 앞에 새겨둬 나의 story', '신념이 죄면 난 villain,', ""I'm not that cinderella type of a girl"", 'Unforgiven yes I was bleeding', '힘없이 늘 져야만 했던 싸움 but I ride', '바란 적도 없어 용서 따위는', '난 금기를 겨눠 watch me now', 'Now now now', 'Unforgiven I’m a villain I’m a', 'Unforgiven 난 그 길을 걸어', 'Unforgiven I’m a villain I’m a', '새 시대로 기억될 unforgiven', '나랑 저 너머 같이 가자', 'my “unforgiven girls”', '나랑 선 넘어 같이 가자', 'my “unforgiven boys”', 'Unforgiven unforgiven unforgiven', '한계 위로 남겨지는 우리 이름', '나랑 저 너머 같이 가자', 'my “unforgiven girls”', 'Unforgiven I’m a villain I’m a', 'Unforgiven 난 그 길을 걸어', 'Unforgiven I’m a villain I’m a', 'Unforgiven 난 그 길을 걸어', 'Oh I will never be a clown', 'Oh 보게 될 거야 나다움', 'Oh 내 목소린 좀 loud', 'Oh I don’t care just shout it out!', '나랑 저 너머 같이 가자', 'my “unforgiven girls”', '나랑 선 넘어 같이 가자', 'my “unforgiven boys”', 'Unforgiven unforgiven unforgiven', '한계 위로 남겨지는 우리 이름', '나랑 저 너머 같이 가자', 'my “unforgiven girls”']"
지수 (JISOO),꽃,"['ABC 도레미만큼 착했던 나', '그 눈빛이 싹 변했지', '어쩌면 이 또한 나니까', '난 파란 나비처럼 날아가', '잡지 못한 건 다 네 몫이니까', '활짝 꽃피웠던 시간도 이제 모두', '내겐 lie lie lie', '붉게 타버려진 너와 나', '난 괜찮아 넌 괜찮을까', '구름 한 점 없이 예쁜 날', '꽃향기만 남기고 갔단다', '꽃향기만 남기고 갔단다', 'You and me, 미칠 듯이 뜨거웠지만', '처참하게 짓밟혀진 내 하나뿐인 라일락', '난 하얀 꽃잎처럼 날아가', '잡지 않은 것은 너니까', '살랑살랑 부는 바람에 이끌려', '봄은 오지만 우린 bye bye bye', '붉게 타버려진 너와 나', '난 괜찮아 넌 괜찮을까', '구름 한 점 없이 예쁜 날', '꽃향기만 남기고 갔단다', '꽃향기만 남기고 갔단다', '이젠 안녕 goodbye', '뒤는 절대 안 봐', '미련이란 이름의 잎새 하나', '봄비에 너에게서 떨어져', '꽃향기만 남아', '꽃향기만 남기고 갔단다']"
임영웅,사랑은 늘 도망가,"['눈물이 난다 이 길을 걸으면', '그 사람 손길이 자꾸 생각이 난다', '붙잡지 못하고 가슴만 떨었지', '내 아름답던 사람아', '사랑이란 게 참 쓰린 거더라', '잡으려 할수록 더 멀어지더라', '이별이란 게 참 쉬운 거더라', '내 잊지 못할 사람아', '사랑아 왜 도망가', '수줍은 아이처럼', '행여 놓아버릴까 봐', '꼭 움켜쥐지만', '그리움이 쫓아 사랑은 늘 도망가', '잠시 쉬어가면 좋을 텐데', '바람이 분다 옷깃을 세워도', '차가운 이별의 눈물이 차올라', '잊지 못해서 가슴에 사무친', '내 소중했던 사람아', '사랑아 왜 도망가', '수줍은 아이처럼', '행여 놓아버릴까 봐', '꼭 움켜쥐지만', '그리움이 쫓아 사랑은 늘 도망가', '잠시 쉬어가면 좋을 텐데', '기다림도 애태움도 다 버려야 하는데', '무얼 찾아 이 길을 서성일까', '무얼 찾아 여기 있나', '사랑아 왜 도망가', '수줍은 아이처럼', '행여 놓아버릴까 봐', '꼭 움켜쥐지만', '그리움이 쫓아 사랑은 늘 도망가', '잠시 쉬어가면 좋을 텐데', '잠시 쉬어가면 좋을 텐데']"
성시경,너의 모든 순간,"['이윽고 내가 한눈에', '너를 알아봤을 때', '모든 건 분명 달라지고 있었어', '내 세상은 널 알기 전과 후로 나뉘어', '니가 숨 쉬면 따스한 바람이 불어와', '니가 웃으면 눈부신 햇살이 비춰', '거기 있어줘서 그게 너라서', '가끔 내 어깨에 가만히 기대주어서', '나는 있잖아 정말 빈틈없이 행복해', '너를 따라서 시간은 흐르고 멈춰', '물끄러미 너를 들여다 보곤 해', '그것 말고는 아무것도 할 수 없어서', '너의 모든 순간 그게', '나였으면 좋겠다', '생각만 해도 가슴이 차올라', '나는 온통 너로', '보고 있으면 왠지 꿈처럼 아득한 것', '몇 광년 동안 날 향해 날아온 별빛', '또 지금의 너', '거기 있어줘서 그게 너라서', '가끔 나에게 조용하게 안겨주어서', '나는 있잖아 정말 남김없이 고마워', '너를 따라서 시간은 흐르고 멈춰', '물끄러미 너를 들여다보곤 해', '너를 보는 게 나에게는 사랑이니까', '너의 모든 순간 그게', '나였으면 좋겠다', '생각만 해도 가슴이 차올라', '나는 온통 너로', '니 모든 순간 나였으면']"
멜로망스,사랑인가 봐,"['너와 함께 하고 싶은 일들을', '상상하는 게', '요즘 내 일상이 되고', '너의 즐거워하는 모습을 보고 있으면', '자연스레 따라 웃고 있는 걸', '너의 행동에 설레어하고 뒤척이다가', '지새운 밤이 많아지는데', '이건 누가 봐도 사랑일 텐데', '종일 함께면 질릴 텐데', '나 돌아서도 온통 너인 건', '아무래도 사랑인가 봐', '점점 너와 하고 싶은 일들 생각하면서', '하룰 보낸 날이 많아지는데', '이건 누가 봐도 사랑일 텐데', '종일 함께면 질릴 텐데', '나 돌아서도 온통 너인 건', '아무래도 사랑인가 봐', '너의 행복해하는 모습을 보고 있으면', '나도 모르게 따라 웃는데', '이 정도면 알아줄 만하잖아', '너도 용기 낼만 하잖아', '나만 이런 게 아니라면', '우리 만나볼 만하잖아', '아무래도 사랑인가 봐']"
STAYC(스테이씨),Teddy Bear,"['STAYC girls it’s going down', 'STAYC !', '남의 말은 짜릿해', '앞뒤로들 Make a fool', '내가 볼 땐 아닌데', '자기들만 Act so cool', '상상은 자윤데 No way', '진짜라고 믿거든', '왜 자꾸 돌아가려 해', '답답해 How can I say', '서두르지 마 No hurries', 'Anyway anyway', '우린 다 이번 생은 처음이잖아', '정답은 없어 One hunnit', '그런 기대감 내려놔 실망도 크니까', 'Quiet please 비행기 모드로', '편히 앉아 불필요한 말 속으로', '내가 원할 때만 버튼 Ooh yeah', 'Yeah yeah yeah yeah', '바라만 봐 Just like', 'Teddy Bear ooh', 'Teddy Bear ooh', 'Teddy Bear ooh yeah', 'Pump pump pump pump it up', 'Teddy Bear', 'No no no 멋이 없어 매일매일', '똑똑 말로만 So good', '뻔뻔해 넌 마치 Like J J', 'Bang bang', 'Don’t talk about it', 'be about it or you will lose', '욕심이 과해', 'Always wake it up, it’s your 꿈', '서두르지 마 No hurries', 'Anyway anyway', '우린 다 이번 생은 처음이잖아', '정답은 없어 One hunnit', '그런 기대감 내려놔 실망도 크니까', 'Quiet please 비행기 모드로', '편히 앉아 불필요한 말 속으로', '내가 원할 때만 버튼 Ooh yeah', 'Yeah yeah yeah yeah', '바라만 봐 Just like', 'Teddy Bear ooh', 'Teddy Bear ooh', 'Teddy Bear ooh yeah', 'Pump pump pump pump it up', 'Teddy Bear', '모드를 확실히 해', '걱정이 아니면 참견', 'Call it now call it now', '질투일지도 몰라', '잘 하고 있는 건 나', 'So keep it down 네가 원하는 건 뭘까', 'Quiet please 비행기 모드로', '편히 앉아 불필요한 말 속으로', '내가 원할 때만 버튼 Ooh yeah', 'Yeah yeah yeah yeah', '바라만 봐 Just like', 'Teddy Bear ooh', 'Teddy Bear ooh', 'Teddy Bear ooh yeah', 'Pump pump pump pump it up', 'Teddy Bear']"
정국,Seven (feat. Latto) - Clean Ver.,"['Weight of the world on your shoulders', 'I kiss your waist and ease your mind', 'I must be favored to know ya', 'I take my hands and trace your lines', '', 'It’s the way that we can ride', 'It’s the way that we can ride', 'Think I met you in another life', 'So break me off another time', '', 'You wrap around me', 'and you give me life', 'And that’s why night after night', 'I’ll be lovin’ you right', '', 'Monday Tuesday Wednesday', 'Thursday Friday Saturday Sunday', 'Monday Tuesday Wednesday', 'Thursday Friday', 'Seven days a week', 'Every hour every minute every second', 'You know night after night', 'I’ll be lovin’ you right', 'Seven days a week', '', '', 'You love when I jump right in', 'All of me I’m offering', 'Show you what devotion is', 'Deeper than the ocean is', 'Wind it back I’ll take it slow', 'Leave you with that afterglow', 'Show you what devotion is', 'Deeper than the ocean is', '', 'It’s the way that we can ride', 'It’s the way that we can ride', 'Think I met you in another life', 'So break me off another time', '', 'You wrap around me', 'and you give me life', 'And that’s why night after night', 'I’ll be lovin’ you right', '', 'Monday Tuesday Wednesday', 'Thursday Friday Saturday Sunday', 'Monday Tuesday Wednesday', 'Thursday Friday', 'Seven days a week', 'Every hour every minute every second', 'You know night after night', 'I’ll be lovin’ you right', 'Seven days a week', '', 'Monday Tuesday Wednesday', 'Thursday Friday Saturday Sunday', 'Monday Tuesday Wednesday', 'Thursday Friday', 'Seven days a week', 'Every hour every minute every second', 'You know night after night', 'I’ll be lovin’ you right', 'Seven days a week', '', 'Tightly take control', 'Tightly take his soul', 'Take your phone', 'and put it in the camera roll', 'Leave them clothes at the door', 'What you waiting for,', 'better come and hit ya goals', 'He jump in it both feet', 'Going to the sun-up,', 'we ain’t getting no sleep', 'Seven days a week,', 'seven different sheets, seven different angles', 'I can be your fantasy', '', 'Open up say ahhh', 'Come here baby', 'let me swallow your pride', 'What you on I can match your vibe', 'Hit me up and I’mma Cha Cha Slide', '', 'You make Mondays feel like weekends', 'I make him never think about cheatin’', 'Got you skipping work and meetings,', 'let’s sleep in', '', 'Seven days a week', 'Monday Tuesday Wednesday', 'Thursday Friday Saturday Sunday', 'Monday Tuesday Wednesday', 'Thursday Friday', 'Seven days a week', 'Every hour every minute every second', 'You know night after night', 'I’ll be lovin’ you right', 'Seven days a week', '', 'Monday Tuesday Wednesday', 'Thursday Friday Saturday Sunday', 'Monday Tuesday Wednesday', 'Thursday Friday', 'Seven days a week', 'Every hour every minute every second', 'You know night after night', 'I’ll be lovin’ you right', 'Seven days a week']"
DK(디셈버),심(心),"['한땐 너를 사랑했지만', '네 곁에 있는 사랑이', '너무 아름다워 보기 좋았었기에', '잘 되길 바래왔는데', '많은 축복에 둘러싸인', '행복한 그 사람 곁에', '이젠 네가 아닌 다른 그의 사랑이', '또다시 날 아프게 해', '미안해 너를 위해 기대어줄', '가슴 밖에 빌려줄 수 없는 나인걸', '슬퍼하는 너를 위해서', '해줄게 남아 있다면', '무엇이든 다 얘길 해주길 바래', '나 기다리고 있을게', '야윈 그대 안에 눈물이', '마르는 그날이 오면', '웃으며 다시 그댈 보내줄게요', '사랑하니까', '슬퍼하는 너를 위해서', '해줄게 남아 있다면', '무엇이든 다 얘길 해주길 바래', '나 기다리고 있을게', '야윈 그대 안에 눈물이', '마르는 그날이 오면', '웃으며 다시 그댈 보내줄게요', '사랑하니까']"
LE SSERAFIM (르세라핌),"이브, 프시케 그리고 푸른 수염의 아내","['I’m a mess mess mess mess', 'mess mess mess', 'I’m a mess mess mess mess', 'mess mess mess', 'I’m a mess in distress', 'but we’re still the best dressed', 'Fearless say yes, we don’t dress to impress', '괜찮단다 뭐를 해도 거짓말인 걸 난 알아', '괜찮겠지 뭘 해도 착한 얼굴에 네 말 잘 들을 땐', '괜찮지 않아 그런 건 내 룰은 나만 정할래 yeah', '볼 거야 금지된 걸', 'Never hold back 더 자유롭게', 'Boom boom boom 내 심장이 뛰네', 'Get it like boom boom boom', 'Get it like boom boom boom', 'Boom boom now', 'Boom boom boom 내 심장이 뛰네', 'Get it like boom boom boom', 'Get it like boom boom boom', '(Push it) I wish for what’s forbidden', 'Get it like boom boom boom', 'Get it like boom boom boom', '(Push it) I wish for what’s forbidden', 'Get it like boom boom boom', 'Get it like boom boom boom', 'I’m a mess mess mess mess', 'mess mess mess', 'I’m a mess mess mess mess', 'mess mess mess', 'I’m a mess in distress', 'but we’re still the best dressed', 'Fearless say yes, we don’t dress to impress', '웃어 웃어 더 인형이 되렴', '덮어 덮어 다 감정 따윈 다', '싫어 싫어 난 인형이 아냐', '찡그린대도 그것도 나야', '보지 말라 보고 파 날 둘러싼 이 금기들', '그날의 이브처럼', 'Take it on the chain I know I like that', 'Boom boom boom 내 심장이 뛰네', 'Get it like boom boom boom', 'Get it like boom boom boom', 'Boom boom now', 'Boom boom boom 내 심장이 뛰네', 'Get it like boom boom boom', 'Get it like boom boom boom', '(Push it) I wish for what’s forbidden', 'Get it like boom boom boom', 'Get it like boom boom boom', '(Push it) I wish for what’s forbidden', 'Get it like boom boom boom', 'Get it like boom boom boom', 'What you waiting for?', '이게 타락이면 we fall fall fall', 'What you looking for?', '원한다면 now we fall we fall we fall', 'Boom boom boom 내 심장이 뛰네', 'Get it like boom boom boom', 'Get it like boom boom boom', 'Boom boom now', 'Boom boom boom 내 심장이 뛰네', 'Get it like boom boom boom', 'Get it like boom boom boom', 'Girl wanna have fun', 'Girl wanna have fun', 'Get it like boom boom boom', 'Get it like boom boom boom', 'Girl wanna have fun', 'Girl wanna have fun', 'Get it like boom boom boom', 'Get it like boom boom boom']"
